post_url,post_author,author_title,author_profile_url,date_posted,post_text,links,image_urls,comment_count
https://www.linkedin.com/posts/rashmi-p-a83a28104_wearehiring-productmanager-productmanagement-activity-7366497243979309057-DelG?utm_source=share&utm_medium=member_android&rcm=ACoAADcXLXUBKetAmB2PMF4eAa5Y-jNVJ7C9GnQ,,,,13h,,,,0
