post_url,post_author,author_title,author_profile_url,date_posted,post_text,external_links,image_count,image_urls,comment_count,comments_json,scraped_at,scraper_version
https://www.linkedin.com/posts/matthiaszientek_sr-product-manager-tech-international-expansion-activity-7171549507745226752-Rir_?utm_source=share&utm_medium=member_desktop,,Payments @ Amazon,,1y,"We are hiring for a critical role in my team to support our expansion efforts for Amazon Payments in Europe. 

In this role you will develop, craft and deliver the Amazons payment experience for new country launches, export destinations across payment methods. 

Our team is looking for a strong technical, payment product leader with a passion for payments and e-commerce.

Feel free to reach out and share.

https://lnkd.in/e2weuaY8",https://lnkd.in/e2weuaY8; https://amazon.jobs/en/jobs/2555528/sr-product-manager-tech-international-expansion-amazon-payments; https://thefintechpm.my.canva.site/jobs,0,,4,"[{""commentor"": """", ""comment_text"": ""You will have opportunity to be part of organization to define and build solutions for Payments in EU and WW as part of this position.""}, {""commentor"": """", ""comment_text"": ""Commenting for reach 🙌🏼""}, {""commentor"": """", ""comment_text"": ""Commenting for 👀""}, {""commentor"": """", ""comment_text"": ""Commenting for reach 🙌🏼""}]",2025-08-26T18:50:30.725689,1.0
