post_url,post_author,author_title,author_profile_url,date_posted,post_text,links,image_urls,comment_count,scraped_at,scraper_version
https://www.linkedin.com/posts/manjusha-m-3b9009181_hiring-productmanagement-apm-activity-7366089082365493249-5MU8?utm_source=share&utm_medium=member_android&rcm=ACoAADcXLXUBKetAmB2PMF4eAa5Y-jNVJ7C9GnQ,,,https://www.linkedin.com/in/iamgauravpathak,6h,,,,0,2025-08-28T15:22:57.638185,xpath-1.0
