post_url,post_author,author_title,author_profile_url,date_posted,post_text,links,image_urls,comment_count,scraped_at,scraper_version
https://www.linkedin.com/posts/artika-upadhyay-44391915_were-hiring-product-manager-aproduct-activity-7366380148369043457-EpkX?utm_source=share&utm_medium=member_android&rcm=ACoAADcXLXUBKetAmB2PMF4eAa5Y-jNVJ7C9GnQ,,,,16h,,,,0,2025-08-28T15:18:52.936832,xpath-1.0
